Frame, Inference_Time(ms), CPU(%), RAM(MB), GPU_Mem(MB)
1200, 9.91, 25.0, 3106.86, 52.39
1201, 11.48, 26.7, 3106.86, 52.39
1202, 9.94, 25.0, 3106.77, 52.39
1203, 9.95, 31.2, 3106.77, 52.39
1204, 10.03, 26.7, 3106.77, 52.39
1205, 9.96, 21.4, 3106.77, 52.39
1206, 10.08, 31.2, 3106.77, 52.39
1207, 10.06, 20.0, 3106.77, 52.39
1208, 10.07, 21.4, 3106.77, 52.39
1209, 9.87, 21.4, 3106.77, 52.39
1210, 9.91, 20.0, 3106.85, 52.39
1211, 9.91, 29.4, 3106.85, 52.39
1212, 9.95, 14.3, 3106.85, 52.39
1213, 10.05, 31.2, 3106.85, 52.39
1214, 9.89, 29.4, 3106.85, 52.39
1215, 10.01, 21.4, 3106.85, 52.39
1216, 10.08, 20.0, 3106.85, 52.39
1217, 10.10, 20.0, 3106.67, 52.39
1218, 10.10, 21.4, 3106.67, 52.39
1219, 9.95, 21.4, 3106.67, 52.39
1220, 9.99, 20.0, 3106.67, 52.39
1221, 9.99, 21.4, 3106.67, 52.39
1222, 10.07, 20.0, 3106.67, 52.39
1223, 10.07, 29.4, 3106.67, 52.39
1224, 10.11, 25.0, 3106.67, 52.39
1225, 10.00, 21.4, 3106.67, 52.39
1226, 9.95, 25.0, 3106.75, 52.39
1227, 10.00, 26.7, 3106.75, 52.39
1228, 10.00, 21.4, 3106.75, 52.39
1229, 10.14, 26.7, 3106.75, 52.39
1230, 9.86, 25.0, 3106.75, 52.39
1231, 10.10, 30.8, 3106.75, 52.39
1232, 9.99, 20.0, 3106.75, 52.39
1233, 10.10, 25.0, 3106.75, 52.39
1234, 10.02, 21.4, 3106.75, 52.39
1235, 9.99, 26.7, 3106.75, 52.39
1236, 10.04, 21.4, 3106.75, 52.39
1237, 10.03, 25.0, 3106.82, 52.39
1238, 9.97, 20.0, 3106.82, 52.39
1239, 10.03, 26.7, 3106.82, 52.39
1240, 10.02, 21.4, 3106.82, 52.39
1241, 10.01, 20.0, 3106.82, 52.39
1242, 9.98, 14.3, 3106.82, 52.39
1243, 10.08, 26.7, 3106.82, 52.39
1244, 10.02, 25.0, 3106.82, 52.39
1245, 10.10, 20.0, 3106.90, 52.39
1246, 10.04, 21.4, 3106.90, 52.39
1247, 10.04, 20.0, 3106.90, 52.39
1248, 9.88, 21.4, 3106.90, 52.39
1249, 9.94, 26.7, 3106.90, 52.39
1250, 9.88, 20.0, 3106.90, 52.39
1251, 10.09, 31.2, 3106.90, 52.39
1252, 10.03, 14.3, 3106.90, 52.39
1253, 10.02, 21.4, 3106.90, 52.39
1254, 9.97, 20.0, 3106.90, 52.39
1255, 10.04, 25.0, 3106.81, 52.39
1256, 9.92, 26.7, 3106.81, 52.39
1257, 9.95, 29.4, 3106.78, 52.39
1258, 10.07, 21.4, 3106.78, 52.39
1259, 10.02, 20.0, 3106.78, 52.39
1260, 10.06, 21.4, 3106.63, 52.39
1261, 10.00, 20.0, 3106.63, 52.39
1262, 9.84, 21.4, 3106.63, 52.39
1263, 9.89, 21.4, 3106.63, 52.39
1264, 9.95, 20.0, 3106.71, 52.39
1265, 11.55, 23.5, 3106.71, 52.39
1266, 10.02, 31.2, 3106.71, 52.39
1267, 10.05, 20.0, 3106.71, 52.39
1268, 10.00, 25.0, 3106.71, 52.39
1269, 10.08, 15.4, 3106.71, 52.39
1270, 10.00, 26.7, 3106.71, 52.39
1271, 10.10, 25.0, 3106.71, 52.39
1272, 10.02, 35.3, 3106.71, 52.39
1273, 10.10, 14.3, 3106.71, 52.39
1274, 9.94, 31.2, 3106.62, 52.39
1275, 9.98, 20.0, 3106.62, 52.39
1276, 10.04, 20.0, 3106.62, 52.39
1277, 9.88, 20.0, 3106.62, 52.39
1278, 9.83, 26.7, 3106.62, 52.39
1279, 10.01, 20.0, 3106.62, 52.39
1280, 9.90, 26.7, 3106.62, 52.39
1281, 9.98, 20.0, 3106.62, 52.39
1282, 9.96, 26.7, 3106.62, 52.39
1283, 9.98, 23.5, 3106.70, 52.39
1284, 9.90, 21.4, 3106.70, 52.39
1285, 9.99, 20.0, 3106.59, 52.39
1286, 9.93, 31.2, 3106.59, 52.39
1287, 10.02, 27.8, 3106.59, 52.39
1288, 10.03, 26.7, 3106.59, 52.39
1289, 10.03, 20.0, 3106.59, 52.39
1290, 10.01, 20.0, 3106.59, 52.39
1291, 9.97, 14.3, 3106.59, 52.39
1292, 10.00, 29.4, 3106.59, 52.39
1293, 9.96, 15.4, 3106.59, 52.39
1294, 10.02, 25.0, 3106.59, 52.39
1295, 10.01, 20.0, 3106.59, 52.39
1296, 10.00, 14.3, 3106.59, 52.39
1297, 10.01, 29.4, 3106.59, 52.39
1298, 9.94, 15.4, 3106.59, 52.39
1299, 9.95, 25.0, 3106.92, 52.39
1300, 10.08, 29.4, 3106.92, 52.39
1301, 10.00, 29.4, 3106.92, 52.39
1302, 9.91, 20.0, 3106.92, 52.39
1303, 9.93, 21.4, 3106.92, 52.39
1304, 9.91, 20.0, 3106.92, 52.39
1305, 9.98, 20.0, 3106.92, 52.39
1306, 9.95, 25.0, 3106.92, 52.39
1307, 9.96, 25.0, 3106.92, 52.39
1308, 10.03, 23.5, 3106.83, 52.39
1309, 9.98, 21.4, 3106.83, 52.39
1310, 10.03, 37.5, 3106.83, 52.39
1311, 10.06, 23.1, 3106.83, 52.39
1312, 10.13, 29.4, 3106.83, 52.39
1313, 10.08, 25.0, 3106.83, 52.39
1314, 9.96, 21.4, 3106.83, 52.39
1315, 10.04, 33.3, 3106.83, 52.39
1316, 10.08, 26.7, 3106.83, 52.39
1317, 10.01, 14.3, 3106.83, 52.39
1318, 10.00, 21.4, 3106.91, 52.39
1319, 10.01, 20.0, 3106.91, 52.39
1320, 9.91, 26.7, 3106.91, 52.39
1321, 9.90, 20.0, 3106.91, 52.39
1322, 9.93, 26.7, 3106.91, 52.39
1323, 9.97, 20.0, 3106.91, 52.39
1324, 10.01, 26.7, 3106.91, 52.39
1325, 10.02, 18.8, 3106.91, 52.39
1326, 10.08, 21.4, 3106.91, 52.39
1327, 9.93, 15.4, 3106.91, 52.39
1328, 9.94, 29.4, 3106.98, 52.39
1329, 11.55, 20.0, 3106.98, 52.39
1330, 10.02, 21.4, 3106.98, 52.39
1331, 9.94, 20.0, 3106.98, 52.39
1332, 9.97, 25.0, 3106.98, 52.39
1333, 10.06, 21.4, 3106.98, 52.39
1334, 10.00, 14.3, 3106.98, 52.39
1335, 10.07, 26.7, 3106.98, 52.39
1336, 9.99, 20.0, 3106.98, 52.39
1337, 10.02, 25.0, 3107.06, 52.39
1338, 9.97, 21.4, 3106.81, 52.39
1339, 9.94, 31.2, 3106.81, 52.39
1340, 9.99, 20.0, 3106.81, 52.39
1341, 10.03, 26.7, 3106.81, 52.39
1342, 10.10, 21.4, 3106.81, 52.39
1343, 9.95, 14.3, 3106.81, 52.39
1344, 10.07, 29.4, 3106.81, 52.39
1345, 10.03, 20.0, 3106.81, 52.39
1346, 9.94, 21.4, 3106.81, 52.39
1347, 9.95, 18.8, 3106.89, 52.39
1348, 10.01, 26.7, 3106.89, 52.39
1349, 9.96, 20.0, 3106.89, 52.39
1350, 10.04, 33.3, 3106.89, 52.39
1351, 9.96, 26.7, 3106.89, 52.39
1352, 9.98, 25.0, 3106.89, 52.39
1353, 9.91, 26.7, 3106.89, 52.39
1354, 9.88, 20.0, 3106.89, 52.39
1355, 10.01, 20.0, 3106.89, 52.39
1356, 10.11, 21.4, 3106.89, 52.39
1357, 9.95, 21.4, 3106.80, 52.39
1358, 9.99, 25.0, 3106.80, 52.39
1359, 10.00, 21.4, 3106.80, 52.39
1360, 9.80, 21.4, 3106.80, 52.39
1361, 9.92, 20.0, 3106.80, 52.39
1362, 9.94, 20.0, 3106.80, 52.39
1363, 9.95, 21.4, 3106.80, 52.39
1364, 9.97, 31.2, 3106.80, 52.39
1365, 9.95, 14.3, 3106.88, 52.39
1366, 9.97, 29.4, 3106.88, 52.39
1367, 10.02, 26.7, 3106.88, 52.39
1368, 9.92, 21.4, 3106.88, 52.39
1369, 9.99, 31.2, 3106.88, 52.39
1370, 9.96, 14.3, 3106.88, 52.39
1371, 9.87, 26.7, 3106.88, 52.39
1372, 10.09, 29.4, 3106.88, 52.39
1373, 10.00, 15.4, 3106.88, 52.39
1374, 9.98, 25.0, 3106.96, 52.39
1375, 9.94, 26.7, 3106.96, 52.39
1376, 10.03, 26.7, 3106.77, 52.39
1377, 10.00, 25.0, 3106.77, 52.39
1378, 10.00, 21.4, 3106.77, 52.39
1379, 9.99, 20.0, 3106.77, 52.39
1380, 10.01, 20.0, 3106.77, 52.39
1381, 9.93, 26.7, 3106.77, 52.39
1382, 10.01, 20.0, 3106.84, 52.39
1383, 9.94, 21.4, 3106.84, 52.39
1384, 10.07, 20.0, 3106.84, 52.39
1385, 10.05, 20.0, 3106.84, 52.39
1386, 10.01, 31.3, 3106.84, 52.39
1387, 10.03, 25.0, 3106.84, 52.39
1388, 9.91, 15.4, 3106.84, 52.39
1389, 9.90, 25.0, 3106.84, 52.39
1390, 10.08, 28.6, 3106.84, 52.39
1391, 9.96, 15.4, 3106.84, 52.39
1392, 10.00, 33.3, 3106.75, 52.39
1393, 11.65, 20.0, 3106.75, 52.39
1394, 9.85, 21.4, 3106.75, 52.39
1395, 10.03, 25.0, 3106.75, 52.39
1396, 10.03, 21.4, 3106.75, 52.39
1397, 10.06, 21.4, 3106.75, 52.39
1398, 9.98, 25.0, 3106.75, 52.39
1399, 9.91, 21.4, 3106.75, 52.39
1400, 9.96, 21.4, 3106.75, 52.39
1401, 10.03, 25.0, 3106.75, 52.39
1402, 10.12, 21.4, 3107.07, 52.39
1403, 10.04, 25.0, 3107.07, 52.39
1404, 9.84, 21.4, 3107.07, 52.39
1405, 9.97, 26.7, 3107.07, 52.39
1406, 10.01, 25.0, 3107.07, 52.39
1407, 10.06, 26.7, 3107.07, 52.39
1408, 9.92, 15.4, 3107.07, 52.39
1409, 10.02, 29.4, 3107.07, 52.39
1410, 10.04, 20.0, 3107.07, 52.39
1411, 10.01, 26.7, 3107.15, 52.39
1412, 9.99, 26.7, 3107.15, 52.39
1413, 9.95, 20.0, 3107.15, 52.39
1414, 10.01, 31.2, 3107.15, 52.39
1415, 9.92, 23.5, 3107.15, 52.39
1416, 9.94, 21.4, 3106.97, 52.39
1417, 10.00, 31.2, 3106.97, 52.39
1418, 10.00, 20.0, 3106.97, 52.39
1419, 10.05, 15.4, 3106.97, 52.39
1420, 9.91, 31.2, 3106.97, 52.39
1421, 10.04, 20.0, 3107.05, 52.39
1422, 10.00, 21.4, 3107.05, 52.39
1423, 10.08, 20.0, 3107.05, 52.39
1424, 10.02, 21.4, 3107.05, 52.39
1425, 10.07, 26.7, 3107.05, 52.39
1426, 9.93, 20.0, 3107.05, 52.39
1427, 9.83, 25.0, 3107.05, 52.39
1428, 9.99, 21.4, 3107.05, 52.39
1429, 9.97, 20.0, 3107.05, 52.39
1430, 10.05, 35.7, 3106.96, 52.39
1431, 9.90, 21.4, 3106.96, 52.39
1432, 10.05, 31.2, 3106.96, 52.39
1433, 10.04, 15.4, 3106.96, 52.39
1434, 10.00, 25.0, 3106.96, 52.39
1435, 10.00, 26.7, 3106.96, 52.39
1436, 9.96, 25.0, 3106.96, 52.39
1437, 9.98, 20.0, 3106.96, 52.39
1438, 10.05, 26.7, 3106.96, 52.39
1439, 10.01, 21.4, 3106.96, 52.39
1440, 10.21, 29.4, 3106.96, 52.39
1441, 9.97, 21.4, 3106.96, 52.39
1442, 9.91, 26.7, 3107.04, 52.39
1443, 9.91, 25.0, 3107.04, 52.39
1444, 9.93, 21.4, 3107.04, 52.39
1445, 10.08, 29.4, 3107.04, 52.39
1446, 10.00, 21.4, 3107.04, 52.39
1447, 9.95, 31.2, 3107.04, 52.39
1448, 9.93, 25.0, 3107.04, 52.39
1449, 10.09, 20.0, 3107.04, 52.39
1450, 10.03, 21.4, 3107.04, 52.39
1451, 10.03, 20.0, 3107.04, 52.39
1452, 9.89, 25.0, 3107.12, 52.39
1453, 9.97, 29.4, 3107.12, 52.39
1454, 9.89, 21.4, 3107.12, 52.39
1455, 9.95, 21.4, 3106.93, 52.39
1456, 9.93, 25.0, 3106.93, 52.39
1457, 11.47, 18.7, 3106.93, 52.39
1458, 9.99, 25.0, 3106.93, 52.39
1459, 10.03, 15.4, 3106.93, 52.39
1460, 10.00, 25.0, 3107.01, 52.39
1461, 10.02, 20.0, 3107.01, 52.39
1462, 10.03, 25.0, 3107.01, 52.39
1463, 10.00, 25.0, 3107.01, 52.39
1464, 9.96, 31.2, 3107.01, 52.39
1465, 10.06, 25.0, 3107.01, 52.39
1466, 10.05, 26.7, 3107.01, 52.39
1467, 10.06, 23.5, 3106.92, 52.39
1468, 10.03, 31.3, 3106.92, 52.39
1469, 9.99, 35.3, 3106.92, 52.39
1470, 10.10, 25.0, 3106.92, 52.39
1471, 10.22, 21.4, 3106.92, 52.39
1472, 9.97, 20.0, 3106.92, 52.39
1473, 10.10, 26.7, 3106.92, 52.39
1474, 10.03, 25.0, 3106.92, 52.39
1475, 10.06, 20.0, 3106.92, 52.39
1476, 9.98, 20.0, 3107.00, 52.39
1477, 10.06, 25.0, 3107.00, 52.39
1478, 10.04, 15.4, 3107.00, 52.39
1479, 10.02, 27.8, 3107.00, 52.39
1480, 10.15, 25.0, 3107.00, 52.39
1481, 10.03, 20.0, 3107.00, 52.39
1482, 9.95, 20.0, 3107.00, 52.39
1483, 9.90, 26.7, 3107.00, 52.39
1484, 10.12, 25.0, 3107.08, 52.39
1485, 9.99, 20.0, 3107.08, 52.39
1486, 10.00, 25.0, 3107.08, 52.39
1487, 9.97, 25.0, 3107.08, 52.39
1488, 9.93, 21.4, 3107.08, 52.39
1489, 10.04, 20.0, 3107.08, 52.39
1490, 10.00, 21.4, 3107.08, 52.39
1491, 9.97, 20.0, 3107.08, 52.39
1492, 10.05, 20.0, 3106.99, 52.39
1493, 9.97, 25.0, 3106.99, 52.39
1494, 10.04, 26.7, 3106.84, 52.39
1495, 10.09, 14.3, 3106.84, 52.39
1496, 9.89, 31.2, 3106.84, 52.39
1497, 10.00, 25.0, 3106.84, 52.39
1498, 10.01, 20.0, 3106.84, 52.39
1499, 10.01, 20.0, 3106.84, 52.39
1500, 10.02, 25.0, 3106.84, 52.39
1501, 10.01, 25.0, 3106.84, 52.39
1502, 9.85, 21.4, 3106.92, 52.39
1503, 9.94, 31.2, 3106.92, 52.39
1504, 10.09, 25.0, 3106.92, 52.39
1505, 10.02, 14.3, 3106.92, 52.39
1506, 10.13, 26.7, 3106.92, 52.39
1507, 9.97, 25.0, 3106.92, 52.39
1508, 10.00, 21.4, 3106.92, 52.39
1509, 10.12, 33.3, 3106.92, 52.39
1510, 10.02, 25.0, 3107.00, 52.39
1511, 10.04, 25.0, 3107.00, 52.39
1512, 9.95, 20.0, 3107.00, 52.39
1513, 10.06, 25.0, 3107.00, 52.39
1514, 10.00, 21.4, 3107.00, 52.39
1515, 9.96, 26.7, 3107.00, 52.39
1516, 9.96, 29.4, 3107.00, 52.39
1517, 10.00, 29.4, 3107.00, 52.39
1518, 10.00, 23.5, 3106.91, 52.39
1519, 9.91, 26.7, 3106.91, 52.39
1520, 10.00, 20.0, 3106.91, 52.39
1521, 11.47, 18.7, 3106.91, 52.39
1522, 9.98, 20.0, 3106.91, 52.39
1523, 9.98, 27.8, 3106.91, 52.39
1524, 9.92, 15.4, 3106.91, 52.39
1525, 9.94, 25.0, 3106.91, 52.39
1526, 9.95, 25.0, 3106.99, 52.39
1527, 9.98, 21.4, 3106.99, 52.39
1528, 10.02, 20.0, 3106.99, 52.39
1529, 9.94, 20.0, 3106.99, 52.39
1530, 10.07, 20.0, 3106.99, 52.39
1531, 10.02, 21.4, 3106.99, 52.39
1532, 9.95, 25.0, 3106.99, 52.39
1533, 10.03, 21.4, 3106.99, 52.39
1534, 10.01, 20.0, 3106.79, 52.39
1535, 9.92, 20.0, 3106.87, 52.39
1536, 9.91, 26.7, 3106.87, 52.39
1537, 9.99, 25.0, 3106.87, 52.39
1538, 9.91, 21.4, 3106.87, 52.39
1539, 9.94, 20.0, 3106.87, 52.39
1540, 9.97, 21.4, 3106.87, 52.39
1541, 10.07, 20.0, 3106.87, 52.39
1542, 10.05, 21.4, 3106.87, 52.39
1543, 10.01, 25.0, 3106.95, 52.39
1544, 10.00, 20.0, 3106.95, 52.39
1545, 9.96, 26.7, 3106.95, 52.39
1546, 10.04, 26.7, 3106.95, 52.39
1547, 9.98, 21.4, 3106.95, 52.39
1548, 9.99, 28.6, 3107.20, 52.39
1549, 10.04, 26.7, 3107.20, 52.39
1550, 10.19, 20.0, 3107.20, 52.39
1551, 9.97, 26.7, 3107.20, 52.39
1552, 9.89, 25.0, 3107.11, 52.39
1553, 10.35, 26.7, 3107.11, 52.39
1554, 10.05, 21.4, 3107.11, 52.39
1555, 10.00, 26.7, 3107.11, 52.39
1556, 9.95, 20.0, 3107.11, 52.39
1557, 10.06, 25.0, 3107.11, 52.39
1558, 10.00, 26.7, 3107.11, 52.39
1559, 10.12, 25.0, 3107.11, 52.39
1560, 9.97, 25.0, 3107.11, 52.39
1561, 10.10, 25.0, 3107.18, 52.39
1562, 10.02, 20.0, 3107.18, 52.39
1563, 9.94, 26.7, 3107.18, 52.39
1564, 9.98, 18.7, 3107.18, 52.39
1565, 10.00, 29.4, 3107.18, 52.39
1566, 9.93, 25.0, 3107.18, 52.39
1567, 9.99, 20.0, 3107.09, 52.39
1568, 10.00, 20.0, 3107.09, 52.39
1569, 9.99, 20.0, 3107.09, 52.39
1570, 9.97, 25.0, 3107.09, 52.39
1571, 9.99, 14.3, 3107.09, 52.39
1572, 10.00, 25.0, 3107.09, 52.39
1573, 10.07, 14.3, 3107.02, 52.39
1574, 9.94, 25.0, 3107.09, 52.39
1575, 10.00, 29.4, 3107.09, 52.39
1576, 10.06, 25.0, 3107.09, 52.39
1577, 10.02, 25.0, 3107.09, 52.39
1578, 9.95, 25.0, 3107.09, 52.39
1579, 9.90, 21.4, 3107.09, 52.39
1580, 10.07, 20.0, 3107.09, 52.39
1581, 10.02, 20.0, 3107.00, 52.39
1582, 9.97, 20.0, 3107.00, 52.39
1583, 9.87, 20.0, 3107.00, 52.39
1584, 9.97, 26.7, 3107.00, 52.39
1585, 11.61, 18.8, 3107.00, 52.39
1586, 9.98, 29.4, 3107.00, 52.39
1587, 10.07, 33.3, 3107.32, 52.39
1588, 10.06, 25.0, 3107.32, 52.39
1589, 9.94, 20.0, 3107.32, 52.39
1590, 9.98, 25.0, 3107.32, 52.39
1591, 9.98, 25.0, 3107.32, 52.39
1592, 9.86, 21.4, 3107.32, 52.39
1593, 10.07, 29.4, 3107.32, 52.39
1594, 9.98, 31.2, 3107.32, 52.39
1595, 10.06, 20.0, 3107.32, 52.39
1596, 9.95, 29.4, 3107.40, 52.39
1597, 9.87, 14.3, 3107.40, 52.39
1598, 9.96, 26.7, 3107.40, 52.39
1599, 9.93, 20.0, 3107.40, 52.39
1600, 10.02, 20.0, 3107.40, 52.39
1601, 9.94, 20.0, 3107.40, 52.39
1602, 10.02, 26.7, 3107.40, 52.39
1603, 9.98, 21.4, 3107.40, 52.39
1604, 9.82, 31.2, 3107.40, 52.39
1605, 9.99, 20.0, 3107.31, 52.39
1606, 10.04, 29.4, 3107.31, 52.39
1607, 10.06, 25.0, 3107.31, 52.39
1608, 10.05, 21.4, 3107.31, 52.39
1609, 9.98, 20.0, 3107.31, 52.39
1610, 10.02, 21.4, 3107.31, 52.39
1611, 9.99, 26.7, 3107.31, 52.39
1612, 9.93, 20.0, 3107.16, 52.39
1613, 10.01, 25.0, 3107.16, 52.39
1614, 10.00, 20.0, 3107.24, 52.39
1615, 9.94, 26.7, 3107.21, 52.39
1616, 9.96, 20.0, 3107.21, 52.39
1617, 9.84, 26.7, 3107.21, 52.39
1618, 10.01, 20.0, 3107.21, 52.39
1619, 10.06, 25.0, 3107.21, 52.39
1620, 10.06, 21.4, 3107.21, 52.39
1621, 9.98, 26.7, 3107.21, 52.39
1622, 9.90, 26.7, 3107.21, 52.39
1623, 9.78, 26.7, 3107.21, 52.39
1624, 9.89, 25.0, 3107.29, 52.39
1625, 10.03, 20.0, 3107.29, 52.39
1626, 10.09, 31.2, 3107.29, 52.39
1627, 10.07, 37.5, 3107.29, 52.39
1628, 10.17, 23.5, 3107.29, 52.39
1629, 9.97, 21.4, 3107.29, 52.39
1630, 10.02, 21.4, 3107.29, 52.39
1631, 9.99, 18.8, 3107.29, 52.39
1632, 10.35, 20.0, 3107.29, 52.39
1633, 10.00, 21.4, 3107.29, 52.39
1634, 9.95, 21.4, 3107.20, 52.39
1635, 9.96, 26.7, 3107.20, 52.39
1636, 10.13, 20.0, 3107.20, 52.39
1637, 10.04, 20.0, 3107.20, 52.39
1638, 9.93, 25.0, 3107.20, 52.39
1639, 10.08, 21.4, 3107.20, 52.39
1640, 10.00, 20.0, 3107.20, 52.39
1641, 10.15, 20.0, 3107.20, 52.39
1642, 10.00, 20.0, 3107.20, 52.39
1643, 10.05, 23.5, 3107.28, 52.39
1644, 9.98, 31.2, 3107.28, 52.39
1645, 9.92, 20.0, 3107.28, 52.39
1646, 9.92, 26.7, 3107.28, 52.39
1647, 10.04, 20.0, 3107.28, 52.39
1648, 9.97, 21.4, 3107.28, 52.39
1649, 11.62, 23.5, 3107.28, 52.39
1650, 9.91, 20.0, 3107.28, 52.39
1651, 10.08, 20.0, 3107.10, 52.39
1652, 9.93, 21.4, 3107.10, 52.39
1653, 10.00, 25.0, 3107.10, 52.39
1654, 9.95, 25.0, 3107.10, 52.39
1655, 10.09, 25.0, 3107.10, 52.39
1656, 10.02, 21.4, 3107.10, 52.39
1657, 9.94, 20.0, 3107.10, 52.39
1658, 9.91, 31.3, 3107.10, 52.39
1659, 10.08, 29.4, 3107.18, 52.39
1660, 10.08, 21.4, 3107.18, 52.39
1661, 10.06, 20.0, 3107.18, 52.39
1662, 9.99, 20.0, 3107.18, 52.39
1663, 10.01, 29.4, 3107.18, 52.39
1664, 9.98, 25.0, 3107.18, 52.39
1665, 9.99, 26.7, 3107.18, 52.39
1666, 10.07, 26.7, 3107.18, 52.39
1667, 9.97, 21.4, 3107.18, 52.39
1668, 10.08, 25.0, 3107.26, 52.39
1669, 9.90, 25.0, 3107.26, 52.39
1670, 9.89, 21.4, 3107.26, 52.39
1671, 10.03, 20.0, 3107.26, 52.39
1672, 9.98, 25.0, 3107.26, 52.39
1673, 10.07, 21.4, 3107.26, 52.39
1674, 10.00, 26.7, 3107.26, 52.39
1675, 9.96, 20.0, 3107.26, 52.39
1676, 9.96, 26.7, 3107.26, 52.39
1677, 10.01, 25.0, 3107.17, 52.39
1678, 9.93, 25.0, 3107.17, 52.39
1679, 9.98, 20.0, 3107.17, 52.39
1680, 9.97, 21.4, 3107.17, 52.39
1681, 10.08, 25.0, 3107.17, 52.39
1682, 9.90, 26.7, 3107.17, 52.39
1683, 9.88, 21.4, 3107.17, 52.39
1684, 10.01, 20.0, 3107.17, 52.39
1685, 9.97, 26.7, 3107.17, 52.39
1686, 9.93, 20.0, 3107.25, 52.39
1687, 10.00, 25.0, 3107.25, 52.39
1688, 9.90, 26.7, 3107.25, 52.39
1689, 9.91, 20.0, 3107.25, 52.39
1690, 10.08, 20.0, 3107.25, 52.39
1691, 9.97, 20.0, 3107.06, 52.39
1692, 10.00, 20.0, 3107.06, 52.39
1693, 10.08, 25.0, 3107.06, 52.39
1694, 9.96, 26.7, 3107.06, 52.39
1695, 10.01, 25.0, 3107.14, 52.39
1696, 9.96, 21.4, 3107.14, 52.39
1697, 9.96, 29.4, 3107.14, 52.39
1698, 9.99, 21.4, 3107.14, 52.39
1699, 10.01, 25.0, 3107.14, 52.39
1700, 9.96, 25.0, 3107.14, 52.39
1701, 10.01, 21.4, 3107.14, 52.39
1702, 10.12, 25.0, 3107.14, 52.39
1703, 9.91, 20.0, 3107.14, 52.39
1704, 10.01, 29.4, 3107.14, 52.39
1705, 10.07, 33.3, 3107.05, 52.39
1706, 9.92, 20.0, 3107.05, 52.39
1707, 9.99, 21.4, 3107.05, 52.39
1708, 9.97, 25.0, 3107.05, 52.39
1709, 9.97, 20.0, 3107.05, 52.39
1710, 10.00, 20.0, 3107.05, 52.39
1711, 9.99, 21.4, 3107.05, 52.39
1712, 9.89, 25.0, 3107.05, 52.39
1713, 11.65, 23.5, 3107.13, 52.39
1714, 10.07, 26.7, 3107.13, 52.39
1715, 10.01, 25.0, 3107.13, 52.39
1716, 10.02, 20.0, 3107.13, 52.39
1717, 10.09, 21.4, 3107.13, 52.39
1718, 10.90, 31.6, 3107.13, 52.39
1719, 10.04, 21.4, 3107.13, 52.39
1720, 9.97, 25.0, 3107.21, 52.39
1721, 10.03, 14.3, 3107.21, 52.39
1722, 10.05, 20.0, 3107.21, 52.39
1723, 9.99, 29.4, 3107.21, 52.39
1724, 10.00, 21.4, 3107.21, 52.39
1725, 9.89, 20.0, 3107.21, 52.39
1726, 9.95, 31.2, 3107.21, 52.39
1727, 9.95, 18.7, 3107.21, 52.39
1728, 10.02, 14.3, 3107.21, 52.39
1729, 9.93, 26.7, 3107.21, 52.39
1730, 9.99, 29.4, 3107.11, 52.39
1731, 9.95, 25.0, 3107.11, 52.39
1732, 10.00, 21.4, 3107.11, 52.39
1733, 9.99, 25.0, 3107.03, 52.39
1734, 9.87, 21.4, 3107.03, 52.39
1735, 10.01, 25.0, 3107.03, 52.39
1736, 9.89, 26.7, 3107.03, 52.39
1737, 9.99, 20.0, 3107.03, 52.39
1738, 10.09, 26.7, 3107.03, 52.39
1739, 9.98, 14.3, 3107.36, 52.39
1740, 9.95, 20.0, 3107.36, 52.39
1741, 10.03, 20.0, 3107.36, 52.39
1742, 10.01, 20.0, 3107.36, 52.39
1743, 9.98, 21.4, 3107.36, 52.39
1744, 9.96, 33.3, 3107.36, 52.39
1745, 10.11, 26.7, 3107.36, 52.39
1746, 10.08, 14.3, 3107.36, 52.39
1747, 11.42, 25.0, 3107.36, 52.39
1748, 9.94, 25.0, 3107.27, 52.39
1749, 9.95, 25.0, 3107.27, 52.39
1750, 9.94, 26.7, 3107.27, 52.39
1751, 10.00, 25.0, 3107.27, 52.39
1752, 9.94, 25.0, 3107.27, 52.39
1753, 9.96, 26.7, 3107.27, 52.39
1754, 9.88, 21.4, 3107.27, 52.39
1755, 10.04, 25.0, 3107.27, 52.39
1756, 9.98, 20.0, 3107.34, 52.39
1757, 9.98, 18.7, 3107.34, 52.39
1758, 9.97, 26.7, 3107.34, 52.39
1759, 9.88, 20.0, 3107.34, 52.39
1760, 9.90, 21.4, 3107.34, 52.39
1761, 10.01, 25.0, 3107.34, 52.39
1762, 9.95, 21.4, 3107.34, 52.39
1763, 9.97, 25.0, 3107.34, 52.39
1764, 9.98, 20.0, 3107.34, 52.39
1765, 9.98, 20.0, 3107.34, 52.39
1766, 9.97, 26.7, 3107.42, 52.39
1767, 9.94, 20.0, 3107.42, 52.39
1768, 10.05, 21.4, 3107.42, 52.39
1769, 9.99, 20.0, 3107.37, 52.39
1770, 10.03, 20.0, 3107.37, 52.39
1771, 10.05, 20.0, 3107.23, 52.39
1772, 10.00, 21.4, 3107.23, 52.39
1773, 9.98, 29.4, 3107.23, 52.39
1774, 10.02, 20.0, 3107.23, 52.39
1775, 10.00, 20.0, 3107.30, 52.39
1776, 10.03, 14.3, 3107.30, 52.39
1777, 11.42, 29.4, 3107.18, 52.39
1778, 9.99, 26.7, 3107.18, 52.39
1779, 10.06, 20.0, 3107.18, 52.39
1780, 9.96, 26.7, 3107.18, 52.39
