Frame, Inference_Time(ms), CPU(%), RAM(MB), GPU_Mem(MB)
602, 9.98, 25.0, 3106.18, 52.39
603, 10.00, 21.4, 3106.18, 52.39
604, 10.10, 18.7, 3106.18, 52.39
605, 10.09, 20.0, 3106.18, 52.39
606, 9.97, 20.0, 3106.18, 52.39
607, 10.07, 21.4, 3106.18, 52.39
608, 10.04, 20.0, 3106.18, 52.39
609, 9.99, 20.0, 3106.26, 52.39
610, 9.97, 20.0, 3106.26, 52.39
611, 10.03, 20.0, 3106.26, 52.39
612, 9.93, 29.4, 3106.26, 52.39
613, 9.97, 14.3, 3106.26, 52.39
614, 10.01, 26.7, 3106.26, 52.39
615, 10.09, 26.7, 3106.26, 52.39
616, 9.99, 15.4, 3106.26, 52.39
617, 9.95, 29.4, 3106.26, 52.39
618, 10.03, 25.0, 3106.17, 52.39
619, 10.05, 21.4, 3106.17, 52.39
620, 10.07, 21.4, 3106.17, 52.39
621, 9.98, 20.0, 3106.17, 52.39
622, 10.04, 26.7, 3106.08, 52.39
623, 9.96, 20.0, 3106.08, 52.39
624, 10.04, 20.0, 3106.08, 52.39
625, 11.45, 29.4, 3106.08, 52.39
626, 9.97, 31.3, 3106.16, 52.39
627, 9.97, 14.3, 3106.16, 52.39
628, 10.09, 31.3, 3106.16, 52.39
629, 10.09, 40.0, 3106.16, 52.39
630, 10.01, 20.0, 3106.16, 52.39
631, 10.05, 21.4, 3106.16, 52.39
632, 9.96, 20.0, 3106.16, 52.39
633, 10.02, 21.4, 3106.16, 52.39
634, 9.95, 14.3, 3106.16, 52.39
635, 10.07, 26.7, 3106.16, 52.39
636, 10.08, 23.1, 3106.16, 52.39
637, 9.99, 20.0, 3106.07, 52.39
638, 9.82, 26.7, 3106.07, 52.39
639, 9.96, 20.0, 3106.07, 52.39
640, 10.04, 21.4, 3106.07, 52.39
641, 9.97, 20.0, 3106.07, 52.39
642, 10.10, 25.0, 3106.07, 52.39
643, 10.03, 25.0, 3106.07, 52.39
644, 9.98, 21.4, 3106.07, 52.39
645, 10.05, 20.0, 3106.07, 52.39
646, 10.02, 26.7, 3106.07, 52.39
647, 10.01, 13.3, 3106.15, 52.39
648, 9.97, 26.7, 3106.15, 52.39
649, 10.03, 26.7, 3106.15, 52.39
650, 10.02, 20.0, 3106.15, 52.39
651, 9.95, 25.0, 3106.15, 52.39
652, 10.00, 21.4, 3106.15, 52.39
653, 10.06, 21.4, 3106.15, 52.39
654, 10.06, 20.0, 3106.15, 52.39
655, 10.04, 21.4, 3106.15, 52.39
656, 10.00, 21.4, 3106.15, 52.39
657, 10.01, 29.4, 3106.23, 52.39
658, 10.05, 20.0, 3106.23, 52.39
659, 10.08, 31.2, 3106.23, 52.39
660, 10.03, 21.4, 3106.23, 52.39
661, 10.16, 21.4, 3106.05, 52.39
662, 10.02, 20.0, 3106.05, 52.39
663, 9.98, 26.7, 3106.05, 52.39
664, 9.98, 26.7, 3106.05, 52.39
665, 10.01, 21.4, 3106.05, 52.39
666, 10.03, 25.0, 3106.12, 52.39
667, 10.12, 21.4, 3106.12, 52.39
668, 10.03, 25.0, 3106.12, 52.39
669, 10.16, 20.0, 3106.12, 52.39
670, 9.93, 21.4, 3106.12, 52.39
671, 9.92, 25.0, 3106.12, 52.39
672, 9.98, 20.0, 3106.12, 52.39
673, 9.93, 26.7, 3106.12, 52.39
674, 9.91, 20.0, 3106.12, 52.39
675, 10.03, 15.4, 3106.12, 52.39
676, 10.13, 37.5, 3106.20, 52.39
677, 10.01, 26.7, 3106.20, 52.39
678, 10.18, 26.7, 3106.20, 52.39
679, 10.07, 20.0, 3106.20, 52.39
680, 10.01, 15.4, 3106.20, 52.39
681, 10.01, 25.0, 3106.20, 52.39
682, 10.01, 26.7, 3106.20, 52.39
683, 10.05, 20.0, 3106.20, 52.39
684, 9.95, 29.4, 3106.20, 52.39
685, 10.09, 21.4, 3106.20, 52.39
686, 9.99, 20.0, 3106.11, 52.39
687, 9.99, 29.4, 3106.11, 52.39
688, 10.08, 26.7, 3106.11, 52.39
689, 11.40, 20.0, 3106.11, 52.39
690, 10.02, 21.4, 3106.11, 52.39
691, 10.01, 20.0, 3106.11, 52.39
692, 9.99, 21.4, 3106.11, 52.39
693, 10.03, 25.0, 3106.11, 52.39
694, 10.03, 21.4, 3106.11, 52.39
695, 9.99, 20.0, 3106.11, 52.39
696, 9.98, 21.4, 3106.43, 52.39
697, 10.07, 25.0, 3106.43, 52.39
698, 10.00, 26.7, 3106.43, 52.39
699, 9.99, 20.0, 3106.43, 52.39
700, 9.96, 15.4, 3106.43, 52.39
701, 9.98, 31.3, 3106.36, 52.39
702, 9.99, 26.7, 3106.36, 52.39
703, 10.05, 20.0, 3106.36, 52.39
704, 10.10, 21.4, 3106.25, 52.39
705, 10.04, 21.4, 3106.25, 52.39
706, 10.05, 20.0, 3106.33, 52.39
707, 10.00, 21.4, 3106.33, 52.39
708, 10.09, 31.2, 3106.33, 52.39
709, 10.00, 20.0, 3106.33, 52.39
710, 10.00, 15.4, 3106.33, 52.39
711, 9.95, 25.0, 3106.20, 52.39
712, 10.08, 14.3, 3106.20, 52.39
713, 10.00, 26.7, 3106.20, 52.39
714, 9.92, 29.4, 3106.20, 52.39
715, 10.03, 21.4, 3106.20, 52.39
716, 9.99, 35.3, 3106.27, 52.39
717, 9.84, 31.2, 3106.20, 52.39
718, 10.09, 21.4, 3106.20, 52.39
719, 9.94, 29.4, 3106.20, 52.39
720, 9.95, 14.3, 3106.20, 52.39
721, 10.07, 21.4, 3106.20, 52.39
722, 9.99, 26.7, 3106.20, 52.39
723, 10.01, 20.0, 3106.20, 52.39
724, 9.87, 29.4, 3106.20, 52.39
725, 9.91, 15.4, 3106.20, 52.39
726, 9.98, 25.0, 3106.28, 52.39
727, 10.07, 20.0, 3106.21, 52.39
728, 10.03, 21.4, 3106.21, 52.39
729, 10.13, 21.4, 3106.21, 52.39
730, 9.98, 29.4, 3106.21, 52.39
731, 9.96, 26.7, 3106.21, 52.39
732, 10.14, 25.0, 3106.21, 52.39
733, 10.08, 21.4, 3106.21, 52.39
734, 10.02, 21.4, 3106.21, 52.39
735, 9.95, 20.0, 3106.21, 52.39
736, 10.01, 21.4, 3106.21, 52.39
737, 9.98, 21.4, 3106.29, 52.39
738, 10.05, 26.7, 3106.29, 52.39
739, 10.03, 25.0, 3106.29, 52.39
740, 10.07, 26.7, 3106.29, 52.39
741, 9.98, 26.7, 3106.29, 52.39
742, 10.04, 21.4, 3106.21, 52.39
743, 10.00, 29.4, 3106.21, 52.39
744, 10.07, 26.7, 3106.21, 52.39
745, 10.04, 15.4, 3106.21, 52.39
746, 10.04, 21.4, 3106.21, 52.39
747, 9.95, 25.0, 3106.21, 52.39
748, 10.01, 26.7, 3106.21, 52.39
749, 10.05, 25.0, 3106.29, 52.39
750, 10.08, 21.4, 3106.29, 52.39
751, 10.01, 29.4, 3106.29, 52.39
752, 9.97, 21.4, 3106.29, 52.39
753, 11.44, 23.5, 3106.29, 52.39
754, 9.93, 26.7, 3106.29, 52.39
755, 10.01, 25.0, 3106.16, 52.39
756, 10.10, 21.4, 3106.16, 52.39
757, 10.06, 26.7, 3106.16, 52.39
758, 10.10, 21.4, 3106.16, 52.39
759, 10.05, 20.0, 3106.24, 52.39
760, 9.95, 31.2, 3106.24, 52.39
761, 9.97, 20.0, 3106.24, 52.39
762, 10.05, 21.4, 3106.24, 52.39
763, 9.93, 25.0, 3106.24, 52.39
764, 9.92, 20.0, 3106.17, 52.39
765, 10.06, 25.0, 3106.17, 52.39
766, 10.01, 26.7, 3106.17, 52.39
767, 9.90, 20.0, 3106.17, 52.39
768, 9.98, 20.0, 3106.25, 52.39
769, 9.99, 20.0, 3106.25, 52.39
770, 10.01, 26.7, 3106.25, 52.39
771, 10.08, 20.0, 3106.25, 52.39
772, 10.04, 21.4, 3106.12, 52.39
773, 10.12, 20.0, 3106.12, 52.39
774, 10.00, 20.0, 3106.12, 52.39
775, 10.08, 18.8, 3106.12, 52.39
776, 10.03, 26.7, 3106.12, 52.39
777, 9.99, 23.5, 3106.20, 52.39
778, 9.97, 31.2, 3106.20, 52.39
779, 9.96, 20.0, 3106.20, 52.39
780, 9.97, 25.0, 3106.20, 52.39
781, 10.03, 21.4, 3106.14, 52.39
782, 9.95, 25.0, 3106.14, 52.39
783, 10.07, 26.7, 3106.14, 52.39
784, 10.07, 20.0, 3106.09, 52.39
785, 10.04, 14.3, 3106.16, 52.39
786, 9.99, 31.2, 3106.16, 52.39
787, 10.00, 14.3, 3106.16, 52.39
788, 10.01, 31.2, 3106.09, 52.39
789, 10.02, 25.0, 3106.09, 52.39
790, 10.08, 26.7, 3106.09, 52.39
791, 10.06, 14.3, 3106.09, 52.39
792, 10.03, 26.7, 3106.09, 52.39
793, 10.06, 25.0, 3106.09, 52.39
794, 10.02, 26.7, 3106.09, 52.39
795, 10.07, 31.2, 3106.17, 52.39
796, 10.07, 26.7, 3106.17, 52.39
797, 9.95, 29.4, 3106.17, 52.39
798, 10.03, 20.0, 3106.17, 52.39
799, 10.01, 21.4, 3106.17, 52.39
800, 9.92, 25.0, 3106.17, 52.39
801, 9.99, 20.0, 3106.17, 52.39
802, 9.92, 21.4, 3106.17, 52.39
803, 9.88, 29.4, 3106.17, 52.39
804, 9.99, 20.0, 3106.08, 52.39
805, 9.99, 21.4, 3106.08, 52.39
806, 10.02, 26.7, 3106.08, 52.39
807, 9.92, 25.0, 3106.08, 52.39
808, 10.01, 21.4, 3106.08, 52.39
809, 10.05, 29.4, 3106.05, 52.39
810, 10.00, 15.4, 3106.05, 52.39
811, 9.94, 29.4, 3106.05, 52.39
812, 9.89, 21.4, 3106.05, 52.39
813, 10.00, 20.0, 3106.05, 52.39
814, 10.02, 29.4, 3106.12, 52.39
815, 9.98, 20.0, 3106.12, 52.39
816, 10.06, 21.4, 3106.12, 52.39
817, 11.40, 18.7, 3106.12, 52.39
818, 9.91, 26.7, 3106.05, 52.39
819, 9.92, 15.4, 3106.05, 52.39
820, 10.01, 31.2, 3106.05, 52.39
821, 9.98, 25.0, 3106.05, 52.39
822, 9.97, 21.4, 3106.05, 52.39
823, 10.02, 21.4, 3106.06, 52.39
824, 9.95, 29.4, 3106.06, 52.39
825, 9.97, 21.4, 3106.06, 52.39
826, 10.04, 25.0, 3106.06, 52.39
827, 9.97, 20.0, 3106.06, 52.39
828, 9.98, 15.4, 3106.06, 52.39
829, 10.01, 31.2, 3106.06, 52.39
830, 9.99, 20.0, 3106.06, 52.39
831, 9.96, 21.4, 3106.06, 52.39
832, 10.02, 26.7, 3106.14, 52.39
833, 9.99, 20.0, 3106.14, 52.39
834, 9.97, 21.4, 3106.14, 52.39
835, 9.99, 26.7, 3106.14, 52.39
836, 10.12, 28.6, 3106.14, 52.39
837, 10.05, 31.2, 3106.14, 52.39
838, 10.01, 26.7, 3106.14, 52.39
839, 10.05, 25.0, 3106.14, 52.39
840, 10.06, 21.4, 3106.14, 52.39
841, 10.04, 21.4, 3106.14, 52.39
842, 9.96, 20.0, 3106.05, 52.39
843, 10.00, 20.0, 3106.01, 52.39
844, 9.94, 21.4, 3106.01, 52.39
845, 9.89, 21.4, 3106.01, 52.39
846, 10.06, 21.4, 3106.01, 52.39
847, 10.03, 20.0, 3106.01, 52.39
848, 10.04, 21.4, 3106.01, 52.39
849, 9.96, 26.7, 3106.01, 52.39
850, 10.02, 26.7, 3106.01, 52.39
851, 10.07, 25.0, 3106.01, 52.39
852, 10.07, 15.4, 3106.01, 52.39
853, 10.06, 25.0, 3106.09, 52.39
854, 9.97, 20.0, 3106.09, 52.39
855, 9.99, 29.4, 3106.09, 52.39
856, 10.06, 20.0, 3106.02, 52.39
857, 10.07, 21.4, 3106.02, 52.39
858, 9.96, 20.0, 3106.02, 52.39
859, 9.93, 20.0, 3106.02, 52.39
860, 10.06, 27.8, 3106.09, 52.39
861, 10.03, 20.0, 3106.09, 52.39
862, 10.00, 25.0, 3106.02, 52.39
863, 9.99, 21.4, 3106.02, 52.39
864, 9.97, 31.2, 3106.02, 52.39
865, 10.00, 20.0, 3106.02, 52.39
866, 10.05, 26.7, 3106.02, 52.39
867, 10.09, 20.0, 3106.02, 52.39
868, 10.01, 20.0, 3106.10, 52.39
869, 10.06, 26.7, 3106.10, 52.39
870, 10.09, 14.3, 3106.10, 52.39
871, 10.08, 25.0, 3105.97, 52.39
872, 10.04, 21.4, 3105.97, 52.39
873, 9.98, 25.0, 3105.97, 52.39
874, 9.91, 20.0, 3105.97, 52.39
875, 10.10, 40.0, 3105.97, 52.39
876, 10.07, 14.3, 3105.97, 52.39
877, 10.06, 29.4, 3105.97, 52.39
878, 10.00, 21.4, 3105.98, 52.39
879, 10.05, 26.7, 3105.98, 52.39
880, 9.85, 14.3, 3105.98, 52.39
881, 11.35, 33.3, 3105.98, 52.39
882, 9.91, 20.0, 3105.98, 52.39
883, 9.89, 25.0, 3105.98, 52.39
884, 9.89, 26.7, 3105.98, 52.39
885, 10.09, 14.3, 3105.98, 52.39
886, 10.03, 29.4, 3105.98, 52.39
887, 9.98, 21.4, 3106.05, 52.39
888, 9.97, 20.0, 3106.05, 52.39
889, 10.02, 25.0, 3106.05, 52.39
890, 9.93, 26.7, 3106.05, 52.39
891, 10.00, 26.7, 3106.05, 52.39
892, 10.10, 20.0, 3106.05, 52.39
893, 10.03, 29.4, 3106.05, 52.39
894, 9.92, 21.4, 3106.05, 52.39
895, 9.98, 25.0, 3106.05, 52.39
896, 10.01, 26.7, 3106.13, 52.39
897, 9.95, 20.0, 3106.13, 52.39
898, 10.06, 26.7, 3106.13, 52.39
899, 9.98, 25.0, 3106.13, 52.39
900, 9.98, 29.4, 3106.13, 52.39
901, 10.00, 14.3, 3106.13, 52.39
902, 9.99, 21.4, 3106.13, 52.39
903, 10.05, 20.0, 3105.99, 52.39
904, 9.95, 21.4, 3105.99, 52.39
905, 10.05, 29.4, 3106.07, 52.39
906, 10.01, 21.4, 3106.07, 52.39
907, 10.03, 26.7, 3106.07, 52.39
908, 10.07, 20.0, 3106.07, 52.39
909, 10.00, 26.7, 3106.07, 52.39
910, 10.00, 20.0, 3106.07, 52.39
911, 9.91, 21.4, 3106.07, 52.39
912, 10.08, 20.0, 3106.07, 52.39
913, 10.00, 31.2, 3106.07, 52.39
914, 10.01, 20.0, 3105.98, 52.39
915, 10.05, 33.3, 3105.98, 52.39
916, 9.96, 25.0, 3105.98, 52.39
917, 9.88, 26.7, 3105.98, 52.39
918, 9.82, 14.3, 3105.98, 52.39
919, 9.87, 25.0, 3105.98, 52.39
920, 10.05, 25.0, 3105.98, 52.39
921, 9.96, 20.0, 3105.98, 52.39
922, 10.03, 31.2, 3105.98, 52.39
923, 10.05, 20.0, 3105.98, 52.39
924, 10.01, 25.0, 3105.98, 52.39
925, 10.08, 25.0, 3106.05, 52.39
926, 9.98, 21.4, 3106.05, 52.39
927, 9.99, 20.0, 3106.05, 52.39
928, 10.02, 20.0, 3106.05, 52.39
929, 9.98, 26.7, 3106.05, 52.39
930, 10.11, 29.4, 3106.05, 52.39
931, 10.05, 20.0, 3106.05, 52.39
932, 9.94, 21.4, 3106.05, 52.39
933, 9.94, 25.0, 3106.05, 52.39
934, 10.05, 20.0, 3106.13, 52.39
935, 9.95, 21.4, 3106.13, 52.39
936, 10.08, 20.0, 3106.13, 52.39
937, 9.93, 29.4, 3106.13, 52.39
938, 9.92, 26.7, 3106.13, 52.39
939, 9.89, 26.7, 3106.13, 52.39
940, 10.06, 20.0, 3105.93, 52.39
941, 10.03, 29.4, 3106.01, 52.39
942, 10.03, 26.7, 3106.01, 52.39
943, 10.03, 14.3, 3106.01, 52.39
944, 10.00, 31.3, 3106.01, 52.39
945, 11.52, 29.4, 3106.01, 52.39
946, 9.98, 20.0, 3106.01, 52.39
947, 10.14, 20.0, 3106.01, 52.39
948, 10.01, 20.0, 3106.01, 52.39
949, 10.08, 21.4, 3106.23, 52.39
950, 9.99, 20.0, 3106.14, 52.39
951, 9.99, 31.2, 3106.14, 52.39
952, 10.12, 20.0, 3106.14, 52.39
953, 10.04, 20.0, 3106.14, 52.39
954, 10.14, 37.5, 3106.14, 52.39
955, 10.04, 20.0, 3106.13, 52.39
956, 9.89, 20.0, 3106.13, 52.39
957, 10.07, 20.0, 3106.13, 52.39
958, 10.00, 20.0, 3106.21, 52.39
959, 10.02, 31.3, 3106.21, 52.39
960, 10.02, 25.0, 3106.21, 52.39
961, 9.91, 20.0, 3106.21, 52.39
962, 9.94, 26.7, 3106.21, 52.39
963, 10.02, 21.4, 3106.21, 52.39
964, 9.93, 29.4, 3106.21, 52.39
965, 9.98, 20.0, 3106.21, 52.39
966, 10.00, 15.4, 3106.21, 52.39
967, 9.95, 23.5, 3106.54, 52.39
968, 10.04, 21.4, 3106.54, 52.39
969, 10.10, 20.0, 3106.54, 52.39
970, 9.94, 20.0, 3106.54, 52.39
971, 10.12, 21.4, 3106.54, 52.39
972, 10.07, 29.4, 3106.54, 52.39
973, 10.07, 20.0, 3106.54, 52.39
974, 10.00, 28.6, 3106.54, 52.39
975, 10.09, 14.3, 3106.45, 52.39
976, 10.02, 31.2, 3106.45, 52.39
977, 9.97, 20.0, 3106.45, 52.39
978, 10.09, 25.0, 3106.45, 52.39
979, 10.05, 26.7, 3106.36, 52.39
980, 10.06, 26.7, 3106.36, 52.39
981, 9.98, 20.0, 3106.36, 52.39
982, 10.04, 20.0, 3106.36, 52.39
983, 10.00, 21.4, 3106.36, 52.39
984, 9.97, 25.0, 3106.36, 52.39
985, 10.04, 26.7, 3106.36, 52.39
986, 9.96, 21.4, 3106.44, 52.39
987, 9.95, 21.4, 3106.44, 52.39
988, 10.03, 20.0, 3106.44, 52.39
989, 10.11, 20.0, 3106.44, 52.39
990, 9.94, 21.4, 3106.44, 52.39
991, 10.09, 20.0, 3106.44, 52.39
992, 10.05, 21.4, 3106.44, 52.39
993, 10.05, 35.3, 3106.44, 52.39
994, 10.39, 26.7, 3106.44, 52.39
995, 10.00, 29.4, 3106.44, 52.39
996, 10.04, 33.3, 3106.35, 52.39
997, 9.95, 26.7, 3106.35, 52.39
998, 9.91, 26.7, 3106.35, 52.39
999, 10.00, 25.0, 3106.35, 52.39
1000, 10.06, 20.0, 3106.35, 52.39
1001, 9.95, 20.0, 3106.35, 52.39
1002, 10.08, 25.0, 3106.35, 52.39
1003, 9.98, 20.0, 3106.43, 52.39
1004, 10.01, 21.4, 3106.43, 52.39
1005, 10.00, 29.4, 3106.43, 52.39
1006, 9.99, 29.4, 3106.43, 52.39
1007, 10.00, 14.3, 3106.43, 52.39
1008, 9.93, 25.0, 3106.43, 52.39
1009, 11.53, 20.0, 3106.43, 52.39
1010, 10.00, 26.7, 3106.34, 52.39
1011, 10.03, 21.4, 3106.34, 52.39
1012, 10.01, 20.0, 3106.34, 52.39
1013, 10.04, 20.0, 3106.34, 52.39
1014, 9.98, 25.0, 3106.34, 52.39
1015, 10.06, 25.0, 3106.34, 52.39
1016, 9.94, 20.0, 3106.34, 52.39
1017, 10.02, 21.4, 3106.34, 52.39
1018, 10.02, 20.0, 3106.27, 52.39
1019, 10.05, 20.0, 3106.35, 52.39
1020, 9.97, 25.0, 3106.35, 52.39
1021, 10.00, 20.0, 3106.35, 52.39
1022, 10.03, 31.2, 3106.35, 52.39
1023, 10.07, 21.4, 3106.35, 52.39
1024, 10.06, 20.0, 3106.35, 52.39
1025, 9.97, 29.4, 3106.35, 52.39
1026, 10.02, 28.6, 3106.35, 52.39
1027, 9.95, 20.0, 3106.43, 52.39
1028, 9.95, 25.0, 3106.43, 52.39
1029, 10.02, 15.4, 3106.43, 52.39
1030, 10.00, 29.4, 3106.43, 52.39
1031, 10.04, 20.0, 3106.43, 52.39
1032, 9.97, 26.7, 3106.43, 52.39
1033, 10.12, 35.3, 3106.43, 52.39
1034, 10.15, 26.7, 3106.43, 52.39
1035, 9.85, 29.4, 3106.50, 52.39
1036, 10.74, 25.0, 3106.50, 52.39
1037, 9.94, 20.0, 3106.50, 52.39
1038, 10.00, 20.0, 3106.50, 52.39
1039, 10.02, 20.0, 3106.50, 52.39
1040, 9.85, 20.0, 3106.50, 52.39
1041, 9.97, 21.4, 3106.50, 52.39
1042, 10.03, 20.0, 3106.50, 52.39
1043, 9.91, 20.0, 3106.41, 52.39
1044, 10.13, 26.7, 3106.41, 52.39
1045, 9.98, 25.0, 3106.41, 52.39
1046, 9.97, 21.4, 3106.41, 52.39
1047, 9.92, 20.0, 3106.41, 52.39
1048, 9.88, 29.4, 3106.41, 52.39
1049, 9.95, 29.4, 3106.74, 52.39
1050, 9.90, 25.0, 3106.74, 52.39
1051, 9.97, 29.4, 3106.74, 52.39
1052, 9.96, 23.5, 3106.74, 52.39
1053, 10.01, 25.0, 3106.74, 52.39
1054, 9.95, 20.0, 3106.74, 52.39
1055, 10.01, 20.0, 3106.74, 52.39
1056, 10.00, 20.0, 3106.74, 52.39
1057, 10.07, 20.0, 3106.65, 52.39
1058, 9.93, 25.0, 3106.57, 52.39
1059, 9.99, 21.4, 3106.57, 52.39
1060, 10.00, 25.0, 3106.57, 52.39
1061, 10.01, 15.4, 3106.48, 52.39
1062, 9.97, 29.4, 3106.48, 52.39
1063, 9.97, 21.4, 3106.48, 52.39
1064, 9.99, 20.0, 3106.48, 52.39
1065, 10.02, 21.4, 3106.56, 52.39
1066, 10.05, 21.4, 3106.56, 52.39
1067, 9.96, 21.4, 3106.56, 52.39
1068, 10.08, 21.4, 3106.56, 52.39
1069, 9.94, 26.7, 3106.56, 52.39
1070, 9.95, 20.0, 3106.56, 52.39
1071, 10.02, 26.7, 3106.56, 52.39
1072, 10.09, 31.2, 3106.56, 52.39
1073, 11.56, 21.4, 3106.80, 52.39
1074, 10.14, 20.0, 3106.71, 52.39
1075, 10.10, 21.4, 3106.71, 52.39
1076, 9.94, 26.7, 3106.71, 52.39
1077, 10.02, 25.0, 3106.71, 52.39
1078, 9.97, 35.3, 3106.71, 52.39
1079, 9.98, 20.0, 3106.71, 52.39
1080, 10.01, 26.7, 3106.71, 52.39
1081, 9.98, 20.0, 3106.71, 52.39
1082, 10.00, 26.7, 3106.71, 52.39
1083, 9.97, 20.0, 3106.79, 52.39
1084, 9.98, 20.0, 3106.79, 52.39
1085, 9.99, 21.4, 3106.79, 52.39
1086, 10.06, 25.0, 3106.79, 52.39
1087, 10.04, 21.4, 3106.79, 52.39
1088, 10.03, 15.4, 3106.79, 52.39
1089, 9.90, 31.2, 3106.79, 52.39
1090, 9.94, 20.0, 3106.79, 52.39
1091, 9.96, 31.2, 3106.79, 52.39
1092, 10.05, 20.0, 3106.79, 52.39
1093, 9.93, 31.2, 3106.79, 52.39
1094, 9.95, 20.0, 3106.70, 52.39
1095, 10.03, 25.0, 3106.70, 52.39
1096, 10.03, 20.0, 3106.70, 52.39
1097, 10.08, 31.3, 3106.70, 52.39
1098, 10.03, 14.3, 3106.64, 52.39
1099, 10.01, 26.7, 3106.64, 52.39
1100, 10.00, 20.0, 3106.64, 52.39
1101, 9.97, 21.4, 3106.64, 52.39
1102, 9.92, 25.0, 3106.64, 52.39
1103, 10.06, 29.4, 3106.72, 52.39
1104, 10.14, 21.4, 3106.72, 52.39
1105, 9.98, 25.0, 3106.72, 52.39
1106, 10.01, 21.4, 3106.72, 52.39
1107, 10.10, 21.4, 3106.72, 52.39
1108, 10.02, 25.0, 3106.72, 52.39
1109, 10.12, 33.3, 3106.72, 52.39
1110, 9.95, 20.0, 3106.80, 52.39
1111, 10.07, 26.7, 3106.80, 52.39
1112, 10.04, 31.2, 3106.80, 52.39
1113, 10.20, 25.0, 3106.80, 52.39
1114, 10.03, 25.0, 3106.80, 52.39
1115, 10.05, 29.4, 3106.80, 52.39
1116, 9.99, 20.0, 3106.80, 52.39
1117, 10.09, 20.0, 3106.80, 52.39
1118, 9.98, 21.4, 3106.71, 52.39
1119, 9.93, 25.0, 3106.71, 52.39
1120, 9.90, 25.0, 3106.71, 52.39
1121, 9.93, 25.0, 3106.71, 52.39
1122, 9.95, 29.4, 3106.71, 52.39
1123, 9.93, 20.0, 3106.71, 52.39
1124, 9.98, 21.4, 3106.71, 52.39
1125, 9.99, 27.8, 3106.79, 52.39
1126, 9.93, 29.4, 3106.79, 52.39
1127, 10.01, 25.0, 3106.79, 52.39
1128, 10.03, 35.3, 3106.79, 52.39
1129, 9.97, 25.0, 3106.79, 52.39
1130, 10.01, 26.7, 3106.79, 52.39
1131, 9.95, 20.0, 3106.79, 52.39
1132, 9.94, 29.4, 3106.70, 52.39
1133, 9.95, 14.3, 3106.70, 52.39
1134, 9.98, 31.2, 3106.70, 52.39
1135, 9.87, 25.0, 3106.70, 52.39
1136, 9.98, 20.0, 3106.61, 52.39
1137, 11.49, 20.0, 3106.61, 52.39
1138, 9.86, 33.3, 3106.61, 52.39
1139, 10.00, 20.0, 3106.61, 52.39
1140, 10.02, 20.0, 3106.61, 52.39
1141, 9.96, 21.4, 3106.69, 52.39
1142, 9.91, 21.4, 3106.69, 52.39
1143, 9.97, 25.0, 3106.69, 52.39
1144, 10.01, 15.4, 3106.69, 52.39
1145, 10.01, 25.0, 3106.69, 52.39
1146, 10.01, 21.4, 3106.69, 52.39
1147, 10.00, 26.7, 3106.69, 52.39
1148, 10.04, 20.0, 3106.69, 52.39
1149, 9.96, 26.7, 3106.69, 52.39
1150, 9.98, 25.0, 3106.77, 52.39
1151, 10.07, 35.7, 3106.77, 52.39
1152, 10.05, 20.0, 3106.77, 52.39
1153, 9.97, 26.7, 3106.77, 52.39
1154, 10.11, 21.4, 3106.76, 52.39
1155, 9.95, 20.0, 3106.76, 52.39
1156, 9.89, 21.4, 3106.76, 52.39
1157, 10.02, 29.4, 3106.76, 52.39
1158, 10.08, 15.4, 3106.76, 52.39
1159, 10.01, 20.0, 3106.76, 52.39
1160, 9.99, 31.2, 3106.76, 52.39
1161, 10.10, 14.3, 3106.67, 52.39
1162, 9.97, 20.0, 3106.67, 52.39
1163, 9.97, 21.4, 3106.67, 52.39
1164, 9.99, 26.7, 3106.67, 52.39
1165, 9.95, 21.4, 3106.67, 52.39
1166, 9.82, 20.0, 3106.67, 52.39
1167, 10.09, 31.2, 3106.67, 52.39
1168, 10.13, 21.4, 3106.67, 52.39
1169, 10.03, 20.0, 3106.67, 52.39
1170, 10.03, 21.4, 3106.67, 52.39
1171, 10.06, 26.7, 3106.75, 52.39
1172, 10.01, 14.3, 3106.75, 52.39
1173, 10.02, 26.7, 3106.75, 52.39
1174, 10.09, 26.7, 3106.75, 52.39
1175, 10.06, 14.3, 3106.58, 52.39
1176, 10.07, 21.4, 3106.53, 52.39
1177, 9.99, 21.4, 3106.53, 52.39
1178, 9.93, 26.7, 3106.53, 52.39
1179, 9.97, 31.2, 3106.48, 52.39
1180, 10.08, 20.0, 3106.48, 52.39
1181, 10.00, 31.2, 3106.56, 52.39
1182, 10.01, 14.3, 3106.56, 52.39
1183, 9.97, 21.4, 3106.56, 52.39
1184, 9.99, 21.4, 3106.56, 52.39
1185, 9.94, 31.2, 3106.56, 52.39
1186, 10.03, 20.0, 3106.78, 52.39
1187, 9.92, 21.4, 3106.78, 52.39
1188, 9.92, 31.2, 3106.78, 52.39
1189, 10.05, 15.4, 3106.78, 52.39
1190, 10.01, 31.2, 3106.86, 52.39
1191, 10.06, 33.3, 3106.86, 52.39
1192, 10.02, 31.3, 3106.86, 52.39
1193, 10.10, 20.0, 3106.86, 52.39
1194, 10.10, 15.4, 3106.86, 52.39
1195, 10.04, 21.4, 3106.86, 52.39
1196, 10.11, 35.7, 3106.86, 52.39
1197, 9.98, 25.0, 3106.86, 52.39
1198, 10.01, 31.2, 3106.86, 52.39
1199, 9.98, 21.4, 3106.86, 52.39
