Frame, Inference_Time(ms), CPU(%), RAM(MB), GPU_Mem(MB)
599, 11.77, 27.8, 3102.53, 52.39
600, 11.83, 26.3, 3102.53, 52.39
601, 11.63, 26.3, 3102.53, 52.39
602, 11.66, 33.3, 3102.53, 52.39
603, 11.80, 31.8, 3102.53, 52.39
604, 11.76, 27.3, 3102.44, 52.39
605, 11.76, 30.0, 3102.44, 52.39
606, 11.75, 26.3, 3102.44, 52.39
607, 11.61, 26.3, 3102.44, 52.39
608, 12.27, 35.0, 3102.44, 52.39
609, 11.70, 35.0, 3102.44, 52.39
610, 11.68, 25.0, 3102.52, 52.39
611, 11.69, 30.0, 3102.52, 52.39
612, 11.66, 30.0, 3102.52, 52.39
613, 11.58, 36.4, 3102.52, 52.39
614, 11.62, 23.5, 3102.52, 52.39
615, 11.61, 26.3, 3102.60, 52.39
616, 11.86, 25.0, 3102.60, 52.39
617, 11.70, 26.3, 3102.60, 52.39
618, 11.64, 26.3, 3102.60, 52.39
619, 11.65, 25.0, 3102.60, 52.39
620, 11.64, 28.6, 3102.60, 52.39
621, 11.74, 26.3, 3102.51, 52.39
622, 11.70, 26.3, 3102.51, 52.39
623, 11.88, 25.0, 3102.51, 52.39
624, 11.53, 26.3, 3102.51, 52.39
625, 14.05, 27.3, 3102.51, 52.39
626, 11.64, 33.3, 3102.51, 52.39
627, 11.81, 30.4, 3102.37, 52.39
628, 11.82, 28.6, 3102.37, 52.39
629, 11.75, 33.3, 3102.37, 52.39
630, 13.45, 29.2, 3102.37, 52.39
631, 12.63, 28.6, 3102.37, 52.39
632, 11.66, 22.2, 3102.37, 52.39
633, 11.86, 25.0, 3102.45, 52.39
634, 11.59, 33.3, 3102.45, 52.39
635, 11.71, 30.0, 3102.45, 52.39
636, 11.61, 30.0, 3102.45, 52.39
637, 11.74, 27.8, 3102.45, 52.39
638, 11.79, 33.3, 3102.53, 52.39
639, 10.33, 25.0, 3102.53, 52.39
640, 10.24, 29.4, 3102.53, 52.39
641, 10.21, 29.4, 3102.53, 52.39
642, 10.31, 25.0, 3102.53, 52.39
643, 10.23, 26.7, 3102.53, 52.39
644, 11.88, 30.0, 3102.44, 52.39
645, 11.75, 31.6, 3102.44, 52.39
646, 11.91, 21.1, 3102.44, 52.39
647, 11.68, 30.0, 3102.44, 52.39
648, 11.70, 20.0, 3102.44, 52.39
649, 11.62, 26.3, 3102.44, 52.39
650, 11.65, 23.5, 3102.52, 52.39
651, 11.63, 30.0, 3102.52, 52.39
652, 11.72, 21.1, 3102.52, 52.39
653, 11.66, 26.3, 3102.52, 52.39
654, 11.92, 26.3, 3102.52, 52.39
655, 11.72, 36.4, 3102.59, 52.39
656, 11.81, 30.0, 3102.59, 52.39
657, 11.78, 31.6, 3102.59, 52.39
658, 11.77, 27.8, 3102.45, 52.39
659, 11.78, 30.0, 3102.45, 52.39
660, 11.72, 27.8, 3102.34, 52.39
661, 11.91, 25.0, 3102.34, 52.39
662, 11.64, 31.6, 3102.41, 52.39
663, 11.67, 25.0, 3102.41, 52.39
664, 12.04, 25.0, 3102.41, 52.39
665, 11.77, 21.1, 3102.41, 52.39
666, 11.96, 21.1, 3102.41, 52.39
667, 11.75, 16.7, 3102.25, 52.39
668, 11.89, 23.8, 3102.25, 52.39
669, 12.21, 35.0, 3102.25, 52.39
670, 11.94, 30.0, 3102.25, 52.39
671, 11.54, 28.6, 3102.25, 52.39
672, 12.04, 26.3, 3102.25, 52.39
673, 11.59, 26.3, 3102.08, 52.39
674, 11.91, 27.8, 3102.08, 52.39
675, 11.59, 26.3, 3102.08, 52.39
676, 11.95, 21.1, 3102.08, 52.39
677, 11.65, 30.0, 3102.08, 52.39
678, 11.83, 21.1, 3102.08, 52.39
679, 11.66, 25.0, 3101.91, 52.39
680, 12.07, 22.2, 3101.91, 52.39
681, 11.69, 21.1, 3101.91, 52.39
682, 12.08, 30.0, 3101.91, 52.39
683, 11.56, 22.2, 3101.84, 52.39
684, 11.86, 26.3, 3101.84, 52.39
685, 11.58, 25.0, 3101.67, 52.39
686, 11.85, 25.0, 3101.67, 52.39
687, 11.68, 21.1, 3101.67, 52.39
688, 11.94, 28.6, 3101.67, 52.39
689, 14.08, 31.8, 3101.47, 52.39
690, 12.01, 30.0, 3101.30, 52.39
691, 11.69, 26.3, 3101.09, 52.39
692, 12.07, 26.3, 3101.09, 52.39
693, 11.62, 25.0, 3101.09, 52.39
694, 12.12, 22.2, 3101.09, 52.39
695, 11.61, 21.1, 3101.09, 52.39
696, 11.91, 31.8, 3100.79, 52.39
697, 11.57, 26.3, 3100.79, 52.39
698, 11.80, 23.5, 3100.79, 52.39
699, 11.80, 26.3, 3100.79, 52.39
700, 12.21, 33.3, 3102.02, 52.39
701, 11.77, 30.0, 3102.51, 52.39
702, 11.97, 28.6, 3102.34, 52.39
703, 11.63, 25.0, 3102.34, 52.39
704, 11.93, 25.0, 3102.34, 52.39
705, 11.55, 26.3, 3102.34, 52.39
706, 11.77, 23.5, 3102.34, 52.39
707, 11.47, 26.3, 3102.34, 52.39
708, 11.90, 22.2, 3102.42, 52.39
709, 11.63, 22.2, 3102.42, 52.39
710, 11.91, 27.8, 3102.42, 52.39
711, 11.69, 21.1, 3102.42, 52.39
712, 11.93, 28.6, 3102.42, 52.39
713, 11.69, 25.0, 3102.33, 52.39
714, 11.70, 25.0, 3102.33, 52.39
715, 11.60, 22.2, 3102.33, 52.39
716, 11.79, 22.2, 3102.33, 52.39
717, 11.63, 25.0, 3102.33, 52.39
718, 11.80, 25.0, 3102.33, 52.39
719, 11.88, 25.0, 3102.41, 52.39
720, 12.22, 26.3, 3102.40, 52.39
721, 11.90, 26.3, 3102.22, 52.39
722, 11.61, 30.0, 3102.22, 52.39
723, 11.84, 21.1, 3102.22, 52.39
724, 11.92, 22.7, 3102.30, 52.39
725, 11.73, 31.8, 3102.30, 52.39
726, 11.64, 22.2, 3102.30, 52.39
727, 11.63, 26.3, 3102.30, 52.39
728, 11.63, 21.1, 3102.30, 52.39
729, 11.58, 31.6, 3102.30, 52.39
730, 12.86, 30.0, 3102.47, 52.39
731, 11.81, 35.0, 3103.29, 52.39
732, 12.27, 21.1, 3103.29, 52.39
733, 11.81, 30.0, 3103.29, 52.39
734, 11.66, 27.8, 3103.27, 52.39
735, 11.87, 25.0, 3103.27, 52.39
736, 11.74, 25.0, 3103.10, 52.39
737, 11.96, 20.0, 3103.10, 52.39
738, 11.74, 30.0, 3103.10, 52.39
739, 11.80, 25.0, 3103.10, 52.39
740, 11.65, 25.0, 3103.10, 52.39
741, 11.78, 21.1, 3102.76, 52.39
742, 11.69, 25.0, 3102.76, 52.39
743, 11.87, 28.6, 3102.76, 52.39
744, 11.73, 25.0, 3102.75, 52.39
745, 11.81, 26.3, 3102.75, 52.39
746, 11.68, 31.6, 3102.75, 52.39
747, 11.72, 25.0, 3102.59, 52.39
748, 11.75, 21.1, 3102.59, 52.39
749, 11.72, 25.0, 3102.59, 52.39
750, 11.71, 25.0, 3102.59, 52.39
751, 13.43, 33.3, 3102.59, 52.39
752, 11.70, 21.1, 3102.12, 52.39
753, 13.90, 27.3, 3102.12, 52.39
754, 11.65, 26.3, 3102.12, 52.39
755, 11.70, 25.0, 3102.12, 52.39
756, 11.82, 26.3, 3102.12, 52.39
757, 11.60, 26.3, 3102.12, 52.39
758, 11.61, 27.8, 3101.95, 52.39
759, 11.72, 25.0, 3101.95, 52.39
760, 11.76, 26.3, 3101.95, 52.39
761, 12.71, 35.0, 3101.95, 52.39
762, 11.74, 30.0, 3101.95, 52.39
763, 11.68, 21.1, 3101.93, 52.39
764, 11.83, 26.3, 3101.76, 52.39
765, 11.70, 26.3, 3101.76, 52.39
766, 11.69, 28.6, 3101.70, 52.39
767, 11.70, 28.6, 3101.70, 52.39
768, 11.61, 26.3, 3101.70, 52.39
769, 11.91, 25.0, 3101.70, 52.39
770, 11.50, 26.3, 3101.53, 52.39
771, 11.59, 26.3, 3101.53, 52.39
772, 11.76, 21.1, 3101.53, 52.39
773, 11.86, 26.3, 3101.46, 52.39
774, 11.76, 21.1, 3101.46, 52.39
775, 11.80, 25.0, 3101.46, 52.39
776, 11.66, 26.3, 3101.46, 52.39
777, 11.77, 26.3, 3101.29, 52.39
778, 11.78, 22.2, 3101.29, 52.39
779, 11.80, 22.2, 3101.29, 52.39
780, 11.57, 31.8, 3101.29, 52.39
781, 11.71, 22.2, 3101.29, 52.39
782, 12.10, 26.9, 3100.85, 52.39
783, 11.65, 26.3, 3100.85, 52.39
784, 11.63, 25.0, 3100.85, 52.39
785, 11.62, 26.3, 3100.85, 52.39
786, 11.56, 30.0, 3100.85, 52.39
787, 11.67, 26.3, 3100.85, 52.39
788, 12.25, 21.1, 3100.85, 52.39
789, 11.64, 25.0, 3100.85, 52.39
790, 11.74, 26.3, 3100.85, 52.39
791, 12.46, 30.0, 3101.34, 52.39
792, 11.56, 27.8, 3101.84, 52.39
793, 12.16, 26.3, 3101.84, 52.39
794, 11.68, 30.0, 3101.57, 52.39
795, 11.58, 21.1, 3101.57, 52.39
796, 11.69, 23.8, 3101.57, 52.39
797, 11.68, 26.3, 3101.57, 52.39
798, 11.61, 26.3, 3101.57, 52.39
799, 11.55, 26.3, 3101.57, 52.39
800, 12.64, 31.8, 3101.40, 52.39
801, 11.62, 25.0, 3101.32, 52.39
802, 11.75, 33.3, 3101.32, 52.39
803, 11.67, 21.1, 3101.32, 52.39
804, 11.80, 28.6, 3101.32, 52.39
805, 11.64, 26.3, 3101.32, 52.39
806, 11.76, 22.2, 3101.16, 52.39
807, 11.60, 23.8, 3101.16, 52.39
808, 11.74, 22.2, 3101.08, 52.39
809, 12.26, 25.0, 3101.08, 52.39
810, 11.63, 25.0, 3101.08, 52.39
811, 11.97, 33.3, 3101.09, 52.39
812, 11.65, 26.3, 3101.05, 52.39
813, 11.60, 26.3, 3101.05, 52.39
814, 11.61, 31.6, 3101.05, 52.39
815, 11.67, 26.3, 3101.05, 52.39
816, 11.61, 33.3, 3101.05, 52.39
817, 14.24, 27.3, 3101.13, 52.39
818, 11.61, 29.4, 3101.28, 52.39
819, 11.67, 30.0, 3101.28, 52.39
820, 11.58, 26.3, 3101.28, 52.39
821, 11.92, 26.3, 3101.28, 52.39
822, 11.82, 38.1, 3101.77, 52.39
823, 11.93, 30.0, 3101.60, 52.39
824, 11.70, 26.3, 3101.60, 52.39
825, 11.85, 22.2, 3101.60, 52.39
826, 11.69, 26.3, 3101.60, 52.39
827, 11.65, 22.2, 3101.60, 52.39
828, 11.43, 26.3, 3101.60, 52.39
829, 11.80, 27.8, 3101.60, 52.39
830, 11.64, 35.0, 3101.68, 52.39
831, 11.66, 28.6, 3101.68, 52.39
832, 11.51, 30.0, 3101.68, 52.39
833, 11.70, 25.0, 3101.68, 52.39
834, 11.67, 26.3, 3101.68, 52.39
835, 11.89, 30.0, 3101.68, 52.39
836, 11.58, 31.6, 3101.59, 52.39
837, 11.59, 28.6, 3101.59, 52.39
838, 11.57, 22.2, 3101.59, 52.39
839, 11.84, 31.8, 3101.59, 52.39
840, 11.81, 30.0, 3101.59, 52.39
841, 11.84, 26.3, 3101.59, 52.39
842, 11.63, 33.3, 3101.67, 52.39
843, 11.75, 30.0, 3101.67, 52.39
844, 11.75, 30.0, 3101.47, 52.39
845, 12.05, 18.7, 3101.47, 52.39
846, 11.74, 33.3, 3101.47, 52.39
847, 11.84, 25.0, 3101.55, 52.39
848, 11.48, 38.1, 3101.55, 52.39
849, 11.54, 30.0, 3101.55, 52.39
850, 11.67, 30.0, 3101.55, 52.39
851, 11.52, 26.3, 3101.55, 52.39
852, 12.08, 31.6, 3102.53, 52.39
853, 11.61, 31.6, 3103.59, 52.39
854, 12.38, 26.3, 3103.59, 52.39
855, 11.66, 30.0, 3103.59, 52.39
856, 11.70, 26.3, 3103.59, 52.39
857, 11.76, 30.0, 3103.59, 52.39
858, 11.63, 26.3, 3103.59, 52.39
859, 11.85, 33.3, 3103.43, 52.39
860, 11.63, 23.8, 3103.43, 52.39
861, 12.34, 28.6, 3103.43, 52.39
862, 11.71, 26.3, 3103.43, 52.39
863, 11.85, 33.3, 3103.43, 52.39
864, 11.72, 30.0, 3103.43, 52.39
865, 11.84, 28.6, 3103.34, 52.39
866, 11.53, 33.3, 3103.34, 52.39
867, 11.82, 25.0, 3103.34, 52.39
868, 11.73, 26.3, 3103.34, 52.39
869, 11.80, 28.6, 3103.34, 52.39
870, 11.55, 30.0, 3103.41, 52.39
871, 11.83, 28.6, 3103.41, 52.39
872, 11.65, 26.3, 3103.23, 52.39
873, 11.84, 25.0, 3103.23, 52.39
874, 11.68, 36.4, 3103.16, 52.39
875, 11.75, 26.3, 3103.16, 52.39
876, 11.89, 25.0, 3103.24, 52.39
877, 12.16, 26.3, 3103.24, 52.39
878, 11.51, 29.4, 3103.24, 52.39
879, 11.70, 30.0, 3103.24, 52.39
880, 11.58, 25.0, 3103.24, 52.39
881, 14.27, 28.6, 3103.32, 52.39
882, 11.89, 30.0, 3103.32, 52.39
883, 11.85, 33.3, 3104.55, 52.39
884, 11.72, 30.0, 3104.55, 52.39
885, 11.70, 30.0, 3104.55, 52.39
886, 11.78, 31.8, 3104.55, 52.39
887, 13.16, 25.0, 3104.46, 52.39
888, 11.57, 30.0, 3104.46, 52.39
889, 11.68, 22.2, 3104.46, 52.39
890, 11.53, 36.8, 3104.46, 52.39
891, 11.68, 33.3, 3104.46, 52.39
892, 11.76, 30.0, 3104.46, 52.39
893, 11.62, 21.1, 3104.54, 52.39
894, 11.83, 25.0, 3104.54, 52.39
895, 11.68, 30.0, 3104.54, 52.39
896, 11.86, 30.0, 3104.54, 52.39
897, 11.62, 33.3, 3104.54, 52.39
898, 11.65, 35.0, 3104.54, 52.39
899, 11.69, 30.0, 3104.70, 52.39
900, 11.79, 26.3, 3104.70, 52.39
901, 12.38, 26.3, 3104.70, 52.39
902, 11.73, 31.6, 3104.61, 52.39
903, 11.81, 31.8, 3104.61, 52.39
904, 11.74, 30.0, 3104.57, 52.39
905, 11.53, 22.2, 3104.65, 52.39
906, 11.74, 30.0, 3104.65, 52.39
907, 11.64, 31.6, 3104.65, 52.39
908, 11.94, 26.3, 3104.65, 52.39
909, 11.56, 26.3, 3104.65, 52.39
910, 11.62, 30.0, 3104.65, 52.39
911, 11.55, 26.3, 3104.56, 52.39
912, 11.58, 30.0, 3104.56, 52.39
913, 12.13, 38.1, 3104.80, 52.39
914, 11.58, 36.8, 3105.05, 52.39
915, 11.92, 26.3, 3105.05, 52.39
916, 11.80, 25.0, 3105.05, 52.39
917, 11.77, 26.3, 3105.13, 52.39
918, 11.62, 28.6, 3105.13, 52.39
919, 11.60, 30.0, 3105.13, 52.39
920, 11.71, 33.3, 3105.13, 52.39
921, 11.69, 26.3, 3105.13, 52.39
922, 11.84, 26.3, 3105.13, 52.39
923, 11.60, 26.3, 3105.13, 52.39
924, 11.85, 27.3, 3105.04, 52.39
925, 11.74, 26.3, 3105.04, 52.39
926, 11.60, 23.5, 3105.04, 52.39
927, 11.76, 26.3, 3105.04, 52.39
928, 11.60, 25.0, 3105.04, 52.39
929, 11.67, 28.6, 3105.12, 52.39
930, 11.70, 30.0, 3105.12, 52.39
931, 11.62, 26.3, 3105.12, 52.39
932, 11.85, 25.0, 3105.73, 52.39
933, 11.76, 28.6, 3105.73, 52.39
934, 11.70, 26.3, 3105.67, 52.39
935, 11.76, 25.0, 3105.75, 52.39
936, 11.66, 31.8, 3105.75, 52.39
937, 11.63, 26.3, 3105.75, 52.39
938, 11.67, 29.4, 3105.75, 52.39
939, 11.69, 33.3, 3105.75, 52.39
940, 11.73, 26.3, 3105.75, 52.39
941, 11.54, 30.0, 3105.78, 52.39
942, 11.68, 23.5, 3105.78, 52.39
943, 11.70, 30.0, 3105.78, 52.39
944, 11.78, 42.1, 3105.78, 52.39
945, 14.03, 34.8, 3105.78, 52.39
946, 11.79, 30.0, 3105.78, 52.39
947, 11.71, 28.6, 3105.72, 52.39
948, 11.74, 26.3, 3105.72, 52.39
949, 11.60, 26.3, 3105.72, 52.39
950, 11.55, 31.6, 3105.72, 52.39
951, 11.51, 35.0, 3105.72, 52.39
952, 11.60, 16.7, 3105.80, 52.39
953, 11.52, 30.0, 3105.80, 52.39
954, 11.72, 22.2, 3105.80, 52.39
955, 11.80, 31.8, 3105.80, 52.39
956, 11.78, 22.2, 3105.80, 52.39
957, 11.59, 25.0, 3105.71, 52.39
958, 11.64, 30.0, 3105.71, 52.39
959, 11.65, 22.2, 3105.71, 52.39
960, 11.54, 22.2, 3105.71, 52.39
961, 11.59, 22.2, 3105.71, 52.39
962, 11.55, 38.1, 3105.79, 52.39
963, 11.90, 23.5, 3105.79, 52.39
964, 11.49, 30.0, 3105.63, 52.39
965, 11.71, 30.0, 3105.63, 52.39
966, 11.61, 31.6, 3105.63, 52.39
967, 11.77, 31.8, 3105.63, 52.39
968, 11.56, 31.6, 3105.63, 52.39
969, 11.67, 33.3, 3105.71, 52.39
970, 11.65, 31.6, 3105.71, 52.39
971, 11.84, 27.8, 3105.71, 52.39
972, 11.56, 31.6, 3105.71, 52.39
973, 11.61, 30.0, 3105.71, 52.39
974, 11.57, 29.4, 3105.71, 52.39
975, 11.93, 36.8, 3105.62, 52.39
976, 11.89, 25.0, 3105.62, 52.39
977, 11.75, 33.3, 3105.62, 52.39
978, 11.59, 26.3, 3105.62, 52.39
979, 11.64, 30.0, 3105.62, 52.39
980, 11.65, 26.3, 3105.62, 52.39
981, 11.58, 21.1, 3105.70, 52.39
982, 11.64, 26.3, 3105.70, 52.39
983, 11.54, 25.0, 3105.70, 52.39
984, 11.68, 36.4, 3105.70, 52.39
985, 11.67, 22.2, 3105.70, 52.39
986, 11.63, 27.8, 3105.70, 52.39
987, 11.80, 21.1, 3105.78, 52.39
988, 11.82, 27.3, 3105.78, 52.39
989, 11.62, 26.3, 3105.78, 52.39
990, 11.91, 23.8, 3105.78, 52.39
991, 11.64, 30.0, 3105.78, 52.39
992, 11.68, 25.0, 3105.61, 52.39
993, 11.48, 22.2, 3105.61, 52.39
994, 11.58, 21.1, 3105.43, 52.39
995, 11.56, 31.6, 3105.43, 52.39
996, 11.86, 28.6, 3105.36, 52.39
997, 11.54, 22.2, 3105.36, 52.39
998, 11.58, 29.4, 3105.19, 52.39
999, 11.51, 25.0, 3105.11, 52.39
1000, 11.71, 28.6, 3105.11, 52.39
1001, 12.18, 28.6, 3105.33, 52.39
1002, 11.77, 21.1, 3105.33, 52.39
1003, 11.63, 28.6, 3105.09, 52.39
1004, 11.71, 21.1, 3105.09, 52.39
1005, 12.34, 42.9, 3105.09, 52.39
1006, 11.69, 30.0, 3105.09, 52.39
1007, 11.66, 21.1, 3105.09, 52.39
1008, 11.65, 21.1, 3104.92, 52.39
1009, 14.08, 25.0, 3104.92, 52.39
1010, 11.53, 27.8, 3104.92, 52.39
1011, 11.78, 26.3, 3104.92, 52.39
1012, 11.63, 30.0, 3104.92, 52.39
1013, 11.73, 20.0, 3104.92, 52.39
1014, 11.65, 31.8, 3104.75, 52.39
1015, 11.85, 21.1, 3104.75, 52.39
1016, 11.74, 25.0, 3104.75, 52.39
1017, 11.61, 21.1, 3104.75, 52.39
1018, 11.69, 28.6, 3104.75, 52.39
1019, 11.70, 23.8, 3104.59, 52.39
1020, 11.56, 30.0, 3104.59, 52.39
1021, 11.67, 22.2, 3104.59, 52.39
1022, 11.59, 27.8, 3104.59, 52.39
1023, 11.71, 30.0, 3104.25, 52.39
1024, 11.71, 25.0, 3104.25, 52.39
1025, 11.53, 26.3, 3104.25, 52.39
1026, 11.65, 30.0, 3104.14, 52.39
1027, 11.56, 25.0, 3104.14, 52.39
1028, 11.73, 26.3, 3104.14, 52.39
1029, 11.65, 30.4, 3103.84, 52.39
1030, 11.89, 22.2, 3103.80, 52.39
1031, 11.56, 25.0, 3103.80, 52.39
1032, 12.36, 30.0, 3103.80, 52.39
1033, 11.61, 30.0, 3103.80, 52.39
1034, 11.72, 31.6, 3103.80, 52.39
1035, 10.15, 27.8, 3103.64, 52.39
1036, 10.18, 26.3, 3103.57, 52.39
1037, 10.27, 27.8, 3103.57, 52.39
1038, 10.32, 27.8, 3103.57, 52.39
1039, 10.13, 23.5, 3103.57, 52.39
1040, 11.72, 25.0, 3103.40, 52.39
1041, 11.79, 25.0, 3103.40, 52.39
1042, 11.73, 26.3, 3103.40, 52.39
1043, 11.85, 25.0, 3103.32, 52.39
1044, 11.69, 30.0, 3103.32, 52.39
1045, 11.52, 25.0, 3103.32, 52.39
1046, 11.63, 23.5, 3103.16, 52.39
1047, 11.71, 28.6, 3103.16, 52.39
1048, 11.78, 25.0, 3103.08, 52.39
1049, 11.61, 25.0, 3103.08, 52.39
1050, 11.64, 25.0, 3103.08, 52.39
1051, 11.60, 15.8, 3102.91, 52.39
1052, 11.78, 23.8, 3102.91, 52.39
1053, 12.49, 28.6, 3102.91, 52.39
1054, 11.74, 28.6, 3102.86, 52.39
1055, 12.68, 28.6, 3102.86, 52.39
1056, 11.69, 25.0, 3102.86, 52.39
1057, 11.62, 26.3, 3102.76, 52.39
1058, 11.64, 27.8, 3102.76, 52.39
1059, 11.98, 20.0, 3102.76, 52.39
1060, 11.62, 21.1, 3102.76, 52.39
1061, 11.87, 25.0, 3102.76, 52.39
1062, 11.66, 25.0, 3102.59, 52.39
1063, 11.68, 23.8, 3102.59, 52.39
1064, 13.23, 25.0, 3102.59, 52.39
1065, 11.85, 23.8, 3102.59, 52.39
1066, 11.51, 33.3, 3102.59, 52.39
1067, 11.67, 20.0, 3102.67, 52.39
1068, 11.64, 26.3, 3102.67, 52.39
1069, 11.62, 25.0, 3102.67, 52.39
1070, 11.62, 23.5, 3102.67, 52.39
1071, 11.55, 21.1, 3102.67, 52.39
1072, 11.69, 21.1, 3102.67, 52.39
1073, 14.01, 27.3, 3102.50, 52.39
1074, 11.71, 25.0, 3102.50, 52.39
1075, 11.72, 30.0, 3102.50, 52.39
1076, 11.70, 26.3, 3102.50, 52.39
1077, 12.24, 31.6, 3103.48, 52.39
1078, 11.66, 30.0, 3103.73, 52.39
1079, 12.00, 21.1, 3103.81, 52.39
1080, 11.64, 31.8, 3103.81, 52.39
1081, 11.67, 26.3, 3103.81, 52.39
1082, 11.42, 27.8, 3103.81, 52.39
1083, 11.72, 28.6, 3103.72, 52.39
1084, 12.55, 28.6, 3103.72, 52.39
1085, 11.87, 31.8, 3103.72, 52.39
1086, 12.10, 30.0, 3103.68, 52.39
1087, 11.75, 30.0, 3103.68, 52.39
1088, 11.65, 22.2, 3103.41, 52.39
1089, 11.79, 21.1, 3103.49, 52.39
1090, 11.75, 25.0, 3103.49, 52.39
1091, 11.84, 26.3, 3103.49, 52.39
1092, 11.72, 30.4, 3103.49, 52.39
1093, 12.00, 26.3, 3103.49, 52.39
1094, 13.01, 30.0, 3103.57, 52.39
1095, 12.52, 23.8, 3103.48, 52.39
1096, 12.84, 33.3, 3103.48, 52.39
1097, 12.15, 31.8, 3103.48, 52.39
1098, 11.52, 31.8, 3103.31, 52.39
1099, 11.38, 31.6, 3103.26, 52.39
1100, 11.50, 33.3, 3103.26, 52.39
1101, 11.51, 25.0, 3103.26, 52.39
1102, 11.61, 26.1, 3103.34, 52.39
1103, 11.65, 26.3, 3103.27, 52.39
1104, 11.58, 25.0, 3103.27, 52.39
1105, 11.55, 31.8, 3103.21, 52.39
1106, 12.59, 28.6, 3103.21, 52.39
1107, 11.54, 30.0, 3103.21, 52.39
1108, 11.51, 25.0, 3103.21, 52.39
1109, 11.70, 30.0, 3103.29, 52.39
1110, 11.58, 30.0, 3103.29, 52.39
1111, 12.97, 25.0, 3103.29, 52.39
1112, 11.52, 26.3, 3103.29, 52.39
1113, 11.59, 39.1, 3103.29, 52.39
1114, 11.58, 28.6, 3103.37, 52.39
1115, 11.59, 25.0, 3103.37, 52.39
1116, 11.62, 30.4, 3103.37, 52.39
1117, 11.88, 26.3, 3103.09, 52.39
1118, 11.62, 30.0, 3103.17, 52.39
1119, 11.76, 30.0, 3103.17, 52.39
1120, 11.65, 26.3, 3103.17, 52.39
1121, 11.79, 28.6, 3103.08, 52.39
1122, 11.66, 27.3, 3103.08, 52.39
1123, 11.70, 28.6, 3103.08, 52.39
1124, 11.67, 33.3, 3103.08, 52.39
1125, 11.89, 33.3, 3103.40, 52.39
1126, 11.80, 28.6, 3103.40, 52.39
1127, 11.71, 25.0, 3103.40, 52.39
1128, 11.73, 27.3, 3103.48, 52.39
1129, 11.67, 33.3, 3103.48, 52.39
1130, 11.67, 25.0, 3103.48, 52.39
1131, 11.58, 33.3, 3103.48, 52.39
1132, 11.74, 27.3, 3103.39, 52.39
1133, 11.63, 30.0, 3103.39, 52.39
1134, 11.59, 25.0, 3103.39, 52.39
1135, 11.76, 27.3, 3103.39, 52.39
1136, 11.47, 20.0, 3103.30, 52.39
1137, 13.87, 19.0, 3103.30, 52.39

Total Processing Time: 37.65s
